organism	method	version	experiment no	experiment
human	singleStep	version1.0	experiment1080	CC1080
human	singleStep	version1.0	experiment1081	CC1081
human	singleStep	version1.0	experiment1082	CC1082
human	singleStep	version1.0	experiment1083	CC1083
human	singleStep	version1.0	experiment1084	CC1084
human	singleStep	version1.0	experiment1085	CC1085
human	singleStep	version1.0	experiment1086	CC1086
human	singleStep	version1.0	experiment1087	CC1087
human	singleStep	version1.0	experiment1088	CC1088
human	singleStep	version1.0	experiment1089	CC1089
human	singleStep	version1.0	experiment109	CC109
human	singleStep	version1.0	experiment1090	CC1090
human	singleStep	version1.0	experiment1091	CC1091
human	singleStep	version1.0	experiment1092	CC1092
human	singleStep	version1.0	experiment1093	CC1093
human	singleStep	version1.0	experiment1094	CC1094
human	singleStep	version1.0	experiment1095	CC1095
human	singleStep	version1.0	experiment1096	CC1096
human	singleStep	version1.0	experiment1097	CC1097
human	singleStep	version1.0	experiment1098	CC1098
human	singleStep	version1.0	experiment1099	CC1099
human	singleStep	version1.0	experiment11	CC11
human	singleStep	version1.0	experiment110	CC110
human	singleStep	version1.0	experiment1100	CC1100
human	singleStep	version1.0	experiment1101	CC1101
human	singleStep	version1.0	experiment1102	CC1102
human	singleStep	version1.0	experiment1103	CC1103
human	singleStep	version1.0	experiment1104	CC1104
human	singleStep	version1.0	experiment1105	CC1105
human	singleStep	version1.0	experiment1106	CC1106
human	singleStep	version1.0	experiment1107	CC1107
human	singleStep	version1.0	experiment1108	CC1108
human	singleStep	version1.0	experiment1109	CC1109
human	singleStep	version1.0	experiment111	CC111
human	singleStep	version1.0	experiment1110	CC1110
human	singleStep	version1.0	experiment1111	CC1111
human	singleStep	version1.0	experiment1112	CC1112
human	singleStep	version1.0	experiment1113	CC1113
human	singleStep	version1.0	experiment1114	CC1114
human	singleStep	version1.0	experiment1115	CC1115
human	singleStep	version1.0	experiment1116	CC1116
human	singleStep	version1.0	experiment1117	CC1117
human	singleStep	version1.0	experiment1118	CC1118
human	singleStep	version1.0	experiment1119	CC1119
human	singleStep	version1.0	experiment112	CC112
human	singleStep	version1.0	experiment1120	CC1120
human	singleStep	version1.0	experiment1121	CC1121
human	singleStep	version1.0	experiment1122	CC1122
human	singleStep	version1.0	experiment1123	CC1123
human	singleStep	version1.0	experiment1124	CC1124
human	singleStep	version1.0	experiment1125	CC1125
human	singleStep	version1.0	experiment1126	CC1126
human	singleStep	version1.0	experiment1127	CC1127
human	singleStep	version1.0	experiment1128	CC1128
human	singleStep	version1.0	experiment1129	CC1129
human	singleStep	version1.0	experiment113	CC113
human	singleStep	version1.0	experiment1130	CC1130
human	singleStep	version1.0	experiment1131	CC1131
human	singleStep	version1.0	experiment1132	CC1132
human	singleStep	version1.0	experiment1133	CC1133
human	singleStep	version1.0	experiment1134	CC1134
human	singleStep	version1.0	experiment1135	CC1135
human	singleStep	version1.0	experiment1136	CC1136
human	singleStep	version1.0	experiment1137	CC1137
human	singleStep	version1.0	experiment1138	CC1138
human	singleStep	version1.0	experiment1139	CC1139
human	singleStep	version1.0	experiment114	CC114
human	singleStep	version1.0	experiment1140	CC1140
human	singleStep	version1.0	experiment1141	CC1141
human	singleStep	version1.0	experiment1142	CC1142
human	singleStep	version1.0	experiment1143	CC1143
human	singleStep	version1.0	experiment1144	CC1144
human	singleStep	version1.0	experiment1145	CC1145
human	singleStep	version1.0	experiment1146	CC1146
human	singleStep	version1.0	experiment1147	CC1147
human	singleStep	version1.0	experiment1148	CC1148
human	singleStep	version1.0	experiment1149	CC1149
human	singleStep	version1.0	experiment115	CC115
human	singleStep	version1.0	experiment1150	CC1150
human	singleStep	version1.0	experiment1151	CC1151
human	singleStep	version1.0	experiment1152	CC1152
human	singleStep	version1.0	experiment1153	CC1153
human	singleStep	version1.0	experiment1154	CC1154
human	singleStep	version1.0	experiment1155	CC1155
human	singleStep	version1.0	experiment1156	CC1156
human	singleStep	version1.0	experiment1157	CC1157
human	singleStep	version1.0	experiment1158	CC1158
human	singleStep	version1.0	experiment1159	CC1159
human	singleStep	version1.0	experiment1160	CC1160
human	singleStep	version1.0	experiment1161	CC1161
human	singleStep	version1.0	experiment1162	CC1162
human	singleStep	version1.0	experiment1163	CC1163
human	singleStep	version1.0	experiment1164	CC1164
human	singleStep	version1.0	experiment1165	CC1165
human	singleStep	version1.0	experiment1166	CC1166
human	singleStep	version1.0	experiment1167	CC1167
human	singleStep	version1.0	experiment1168	CC1168
human	singleStep	version1.0	experiment1169	CC1169
human	singleStep	version1.0	experiment117	CC117
human	singleStep	version1.0	experiment1170	CC1170
human	singleStep	version1.0	experiment1171	CC1171
human	singleStep	version1.0	experiment1172	CC1172
human	singleStep	version1.0	experiment1174	CC1174
human	singleStep	version1.0	experiment1175	CC1175
human	singleStep	version1.0	experiment1176	CC1176
human	singleStep	version1.0	experiment1177	CC1177
human	singleStep	version1.0	experiment1178	CC1178
human	singleStep	version1.0	experiment1179	CC1179
human	singleStep	version1.0	experiment118	CC118
human	singleStep	version1.0	experiment1180	CC1180
human	singleStep	version1.0	experiment1181	CC1181
human	singleStep	version1.0	experiment1182	CC1182
human	singleStep	version1.0	experiment1183	CC1183
human	singleStep	version1.0	experiment1184	CC1184
human	singleStep	version1.0	experiment1185	CC1185
human	singleStep	version1.0	experiment119	CC119
human	singleStep	version1.0	experiment12	CC12
human	singleStep	version1.0	experiment120	CC120
human	singleStep	version1.0	experiment121	CC121
human	singleStep	version1.0	experiment122	CC122
human	singleStep	version1.0	experiment123	CC123
human	singleStep	version1.0	experiment124	CC124
human	singleStep	version1.0	experiment128	CC128
human	singleStep	version1.0	experiment129	CC129
human	singleStep	version1.0	experiment13	CC13
human	singleStep	version1.0	experiment130	CC130
human	singleStep	version1.0	experiment131	CC131
human	singleStep	version1.0	experiment135	CC135
human	singleStep	version1.0	experiment136	CC136
human	singleStep	version1.0	experiment137	CC137
human	singleStep	version1.0	experiment138	CC138
human	singleStep	version1.0	experiment139	CC139
human	singleStep	version1.0	experiment14	CC14
human	singleStep	version1.0	experiment140	CC140
human	singleStep	version1.0	experiment141	CC141
human	singleStep	version1.0	experiment142	CC142
human	singleStep	version1.0	experiment147	CC147
human	singleStep	version1.0	experiment148	CC148
human	singleStep	version1.0	experiment15	CC15
human	singleStep	version1.0	experiment154	CC154
human	singleStep	version1.0	experiment156	CC156
human	singleStep	version1.0	experiment157	CC157
human	singleStep	version1.0	experiment158	CC158
human	singleStep	version1.0	experiment159	CC159
human	singleStep	version1.0	experiment16	CC16
human	singleStep	version1.0	experiment160	CC160
human	singleStep	version1.0	experiment161	CC161
human	singleStep	version1.0	experiment162	CC162
human	singleStep	version1.0	experiment163	CC163
human	singleStep	version1.0	experiment164	CC164
human	singleStep	version1.0	experiment165	CC165
human	singleStep	version1.0	experiment166	CC166
human	singleStep	version1.0	experiment167	CC167
human	singleStep	version1.0	experiment168	CC168
human	singleStep	version1.0	experiment169	CC169
human	singleStep	version1.0	experiment17	CC17
human	singleStep	version1.0	experiment170	CC170
human	singleStep	version1.0	experiment171	CC171
human	singleStep	version1.0	experiment172	CC172
human	singleStep	version1.0	experiment173	CC173
human	singleStep	version1.0	experiment174	CC174
human	singleStep	version1.0	experiment175	CC175
human	singleStep	version1.0	experiment176	CC176
human	singleStep	version1.0	experiment177	CC177
human	singleStep	version1.0	experiment178	CC178
human	singleStep	version1.0	experiment179	CC179
human	singleStep	version1.0	experiment18	CC18
human	singleStep	version1.0	experiment180	CC180
human	singleStep	version1.0	experiment181	CC181
human	singleStep	version1.0	experiment182	CC182
human	singleStep	version1.0	experiment183	CC183
human	singleStep	version1.0	experiment184	CC184
human	singleStep	version1.0	experiment185	CC185
human	singleStep	version1.0	experiment186	CC186
human	singleStep	version1.0	experiment187	CC187
human	singleStep	version1.0	experiment188	CC188
human	singleStep	version1.0	experiment189	CC189
human	singleStep	version1.0	experiment19	CC19
human	singleStep	version1.0	experiment190	CC190
human	singleStep	version1.0	experiment191	CC191
human	singleStep	version1.0	experiment192	CC192
human	singleStep	version1.0	experiment193	CC193
human	singleStep	version1.0	experiment194	CC194
human	singleStep	version1.0	experiment195	CC195
human	singleStep	version1.0	experiment196	CC196
human	singleStep	version1.0	experiment197	CC197
human	singleStep	version1.0	experiment198	CC198
human	singleStep	version1.0	experiment199	CC199
human	singleStep	version1.0	experiment2	CC2
human	singleStep	version1.0	experiment20	CC20
human	singleStep	version1.0	experiment200	CC200
human	singleStep	version1.0	experiment201	CC201
human	singleStep	version1.0	experiment202	CC202
human	singleStep	version1.0	experiment203	CC203
human	singleStep	version1.0	experiment204	CC204
human	singleStep	version1.0	experiment205	CC205
human	singleStep	version1.0	experiment206	CC206
human	singleStep	version1.0	experiment207	CC207
human	singleStep	version1.0	experiment208	CC208
human	singleStep	version1.0	experiment21	CC21
human	singleStep	version1.0	experiment22	CC22
human	singleStep	version1.0	experiment224	CC224
human	singleStep	version1.0	experiment225	CC225
human	singleStep	version1.0	experiment226	CC226
human	singleStep	version1.0	experiment227	CC227
human	singleStep	version1.0	experiment228	CC228
human	singleStep	version1.0	experiment229	CC229
human	singleStep	version1.0	experiment23	CC23
human	singleStep	version1.0	experiment230	CC230
human	singleStep	version1.0	experiment232	CC232
human	singleStep	version1.0	experiment233	CC233
human	singleStep	version1.0	experiment234	CC234
human	singleStep	version1.0	experiment235	CC235
human	singleStep	version1.0	experiment236	CC236
human	singleStep	version1.0	experiment237	CC237
human	singleStep	version1.0	experiment238	CC238
human	singleStep	version1.0	experiment239	CC239
human	singleStep	version1.0	experiment24	CC24
human	singleStep	version1.0	experiment240	CC240
human	singleStep	version1.0	experiment241	CC241
human	singleStep	version1.0	experiment242	CC242
human	singleStep	version1.0	experiment244	CC244
human	singleStep	version1.0	experiment245	CC245
human	singleStep	version1.0	experiment246	CC246
human	singleStep	version1.0	experiment247	CC247
human	singleStep	version1.0	experiment248	CC248
human	singleStep	version1.0	experiment249	CC249
human	singleStep	version1.0	experiment250	CC250
human	singleStep	version1.0	experiment251	CC251
human	singleStep	version1.0	experiment252	CC252
human	singleStep	version1.0	experiment253	CC253
human	singleStep	version1.0	experiment254	CC254
human	singleStep	version1.0	experiment255	CC255
human	singleStep	version1.0	experiment256	CC256
human	singleStep	version1.0	experiment257	CC257
human	singleStep	version1.0	experiment258	CC258
human	singleStep	version1.0	experiment259	CC259
human	singleStep	version1.0	experiment260	CC260
human	singleStep	version1.0	experiment261	CC261
human	singleStep	version1.0	experiment262	CC262
human	singleStep	version1.0	experiment263	CC263
human	singleStep	version1.0	experiment264	CC264
human	singleStep	version1.0	experiment265	CC265
human	singleStep	version1.0	experiment266	CC266
human	singleStep	version1.0	experiment267	CC267
human	singleStep	version1.0	experiment268	CC268
human	singleStep	version1.0	experiment269	CC269
human	singleStep	version1.0	experiment27	CC27
human	singleStep	version1.0	experiment270	CC270
human	singleStep	version1.0	experiment271	CC271
human	singleStep	version1.0	experiment272	CC272
human	singleStep	version1.0	experiment273	CC273
human	singleStep	version1.0	experiment274	CC274
human	singleStep	version1.0	experiment275	CC275
human	singleStep	version1.0	experiment276	CC276
human	singleStep	version1.0	experiment277	CC277
human	singleStep	version1.0	experiment278	CC278
human	singleStep	version1.0	experiment279	CC279
human	singleStep	version1.0	experiment28	CC28
human	singleStep	version1.0	experiment280	CC280
human	singleStep	version1.0	experiment281	CC281
human	singleStep	version1.0	experiment282	CC282
human	singleStep	version1.0	experiment283	CC283
human	singleStep	version1.0	experiment284	CC284
human	singleStep	version1.0	experiment285	CC285
human	singleStep	version1.0	experiment286	CC286
human	singleStep	version1.0	experiment287	CC287
human	singleStep	version1.0	experiment288	CC288
human	singleStep	version1.0	experiment289	CC289
human	singleStep	version1.0	experiment29	CC29
human	singleStep	version1.0	experiment290	CC290
human	singleStep	version1.0	experiment291	CC291
human	singleStep	version1.0	experiment292	CC292
human	singleStep	version1.0	experiment293	CC293
human	singleStep	version1.0	experiment294	CC294
human	singleStep	version1.0	experiment295	CC295
human	singleStep	version1.0	experiment296	CC296
human	singleStep	version1.0	experiment297	CC297
human	singleStep	version1.0	experiment298	CC298
human	singleStep	version1.0	experiment299	CC299
human	singleStep	version1.0	experiment3	CC3
human	singleStep	version1.0	experiment30	CC30
human	singleStep	version1.0	experiment300	CC300
human	singleStep	version1.0	experiment301	CC301
human	singleStep	version1.0	experiment302	CC302
human	singleStep	version1.0	experiment303	CC303
human	singleStep	version1.0	experiment304	CC304
human	singleStep	version1.0	experiment305	CC305
human	singleStep	version1.0	experiment306	CC306
human	singleStep	version1.0	experiment307	CC307
human	singleStep	version1.0	experiment308	CC308
human	singleStep	version1.0	experiment309	CC309
human	singleStep	version1.0	experiment31	CC31
human	singleStep	version1.0	experiment310	CC310
