Protein.Group	8971_Liu_Cov_Lysate_32-1-1_S1-A2_1.d	8973_Liu_Cov_Lysate_32-1-2_S1-A4_1.d	8975_Liu_Cov_Lysate_32-1-3_S1-A6_1.d	8977_Liu_Cov_Lysate_32-8-1_S1-A8_1.d	8979_Liu_Cov_Lysate_32-8-2_S1-A10_1.d	8981_Liu_Cov_Lysate_32-8-3_S1-A12_1.d	8983_Liu_Cov_Lysate_32-16-1_S1-B2_1.d	8985_Liu_Cov_Lysate_32-16-2_S1-B4_1.d	8987_Liu_Cov_Lysate_32-16-3_S1-B6_1.d
Q9NX70	15238.8	12692.7	13529.2	13902.8	14946.4	14687.1	11847.2	12097.6	11659.3
Q9Y2Q9	3133.83	5937.66	3671.05	2343.12	1863.37	2186.27	3354.44	2916.15	3582.63
Q9Y6N1	46583.9	50170.0	49822.0	41522.5	45319.7	43140.9	46669.6	44245.0	48677.2
Q9Y573	34037.0	36642.5	38268.3	29095.7	29629.7	26458.5	28413.7	29419.3	30465.7
P46379	12712.7	11720.1	12291.4	14054.8	14196.5	16277.7	14308.8	14848.5	15351.7
Q9NQ32	4919.89	4060.02	4706.21	2620.92	3789.43	2075.14	2596.0	3663.53	4214.47
Q9BQS7	11807.9	10273.2	9303.93	7966.8	7831.19	6392.99	7162.88	7924.71	6800.57
Q86YA3	37854.3	37613.8	39729.9	38471.1	38187.3	40143.7	42620.8	44029.6	43689.0
P62273	300.595		775.339		690.708		863.42	790.122	946.32
A0A1B0GVK7	65423.4	68353.7	68969.4	63848.9	69260.8	69979.6	58918.0	54807.8	58024.8
Q9UJN7	7818.17				5690.36	4864.33	8049.65	8322.77	9137.06
Q9H8P0	20735.3	20429.8	17617.1	12264.9	12252.2	13249.8	12120.3	11586.6	12833.5
P39656			1538.86	646.752	820.898	597.961	773.295	1179.17	1302.75
Q8IVV8	11671.2		5705.94	8227.18	7118.07	8477.97	3563.69	3324.07	
Q9HBZ2	28589.8	26580.9	28560.3	24552.3	25535.9	24135.2	25008.3	23696.8	26133.8
Q0P6H9	4568.43	2477.17	2646.82	3507.73	2865.7	3154.65	2383.95	2256.61	2763.4
Q16825	246067.0	248012.0	237087.0	171582.0	166656.0	183796.0	145870.0	141527.0	153262.0
Q9HAT2	20382.0	20799.0	21731.1	17557.9	14334.7	16797.7	15142.2	13117.4	16192.5
Q14241	41479.5	43013.4	41861.6	34671.3	31264.1	38872.5	44319.6	45309.4	40307.6
Q9GZU1	50268.4	53319.3	52139.7	47297.1	52964.0	54472.9	43715.2	45079.4	43051.6
Q96BT7	5472.04	4686.47	4841.96	5822.41	5746.48	6135.76	6005.0	7124.47	7534.51
Q9UPV9	47610.8	47065.5	47136.5	51163.7	47441.8	53450.8	49634.6	51508.5	53537.1
O00237	365866.0	368071.0	363230.0	395443.0	384243.0	363729.0	343766.0	356742.0	347750.0
Q9Y584	159588.0	186037.0	174119.0	178498.0	188458.0	191557.0	204849.0	210554.0	200428.0
A6NIU2	18440.5	22366.8	23290.4	13563.4	15486.3	16232.4	15813.8	13240.1	13426.8
P0DPP9	32506.9	30773.9	32597.2	18919.3	20286.4	20564.4	21190.9	19659.1	19999.3
O60673	4591.92	4209.49	4066.23	5370.75	4888.6	3730.15	3264.76	3888.21	3744.76
P51589	160663.0	154331.0	145404.0	74592.3	75854.4	77759.8	92964.7	89915.6	92967.5
Q8N428	410980.0	417076.0	427091.0	387267.0	380667.0	380032.0	348646.0	342435.0	348513.0
P61163	133730.0	145980.0	140620.0	121597.0	129541.0	138744.0	120088.0	113077.0	117511.0
Q13637	176841.0	186866.0	191621.0	120386.0	143994.0	128312.0	137558.0	130604.0	151431.0
Q5FYB0	5025.88	5445.61	8934.38	3771.43	4463.33	4902.1	4684.13	4395.69	5058.54
Q2TAL8	36497.0	35801.2	36491.1	27797.4	27324.1	28696.1	26527.1	26536.2	24221.3
P59797	10492.5	7803.03	8171.75	5265.8	6897.09	5599.38	8464.96	7537.92	8801.88
Q8WY50	18179.5	19013.2	19015.2	20618.8	18647.6	19142.7	22178.6	24176.0	24015.0
Q14802	18028.3	17549.4	19596.8	16055.1	17187.7	13052.6	18186.5	18363.6	20578.7
O00462	33728.2	31978.6	36780.1	36241.0	33749.3	33754.2	32366.9	30334.1	31657.8
A0A1B0GVZ9	7577.26	7344.11	7214.31	6605.99	7558.34	7209.66	6166.64	5895.39	6434.82
P11021	5698.75	8197.23	5790.17	4108.34	4739.05	4494.67	3774.19	5134.29	4675.93
Q8NGV6	104180.0	108365.0	105666.0	125160.0	131006.0	124538.0	111336.0	101933.0	100602.0
A0A0B4J1V2	97383.5	104311.0	96702.2	71908.2	69103.9	73082.8	67631.8	69482.8	69311.4
P62699	4600.15	5205.0	5243.35	5557.64	5473.27	6571.76	5481.97	6106.31	7994.89
P08729	22897.5	20155.5	19120.5	26921.0	26381.0	33167.3	22491.6	20365.2	19181.1
Q9BTX1	3230.9	2653.06	3346.97	6590.47	5208.08	4002.36	3121.76	3808.99	3236.28
A0A0B4J266	12833.6	11442.7						11429.9	9155.35
C9JUS6	12561.7	13609.5	12766.3	12660.7	12118.9	13833.8	17051.9	16455.8	18640.8
Q9BX10		2175.5	2431.0	1659.02		2548.41	2787.55	2884.38	2900.99
Q9UL58	16702.8	16002.2	17427.6	18966.4	18981.3	19102.7	16890.3	17321.2	18376.2
Q6IEZ7	2515.91	2569.66	3017.61	2159.44	2190.93	3205.68	2748.75	3561.12	3390.81
Q96PP4	3315.23	3859.34	3466.59	4288.67	4011.36	4690.89	3050.47	4727.56	3370.37
Q9H7P6	13656.5	13869.8	13791.6	16443.3	15669.6	15018.8	17411.8	18383.4	18401.3
Q86XD5	18929.8	18874.0	21449.2	18742.3	19653.7	20007.0	16609.8	17523.3	17299.4
Q7RTS9	42929.9	44479.2	42863.5	34324.5	34169.9	33261.4	33783.1	32586.4	32917.2
Q9UN73	12387.5	27562.4	22969.1	10347.5	13139.2	12491.6	23314.3	22499.1	26018.2
O00762	267276.0	274299.0	265816.0	334228.0	314164.0	310307.0	308091.0	308290.0	287503.0
Q96B96	46010.0	44448.7	44081.9	26676.8	23283.5	27818.3	26256.1	27071.8	25729.9
P51965	185432.0	202207.0	182963.0	285107.0	259456.0	259021.0	243075.0	237477.0	253534.0
Q9Y2Y6		2056.54	1922.28			3023.87	2078.98	2517.78	
Q96BD8	4279.03	4381.82	3977.91	2646.65	2970.94	3884.73	3886.62	4270.5	3735.99
Q96C34	15819.9	16629.9	15416.8	13704.6	14869.1	14912.8	10812.5	10463.6	12129.8
P54845	5280.62	6959.25	3821.96	2933.03	2740.6	2164.57	3997.56	3129.64	3244.86
A0PJK1	2778.64	1007.06	1943.23	2217.11	2270.6	2010.63	2164.99	2468.7	1716.59
Q96CX6		1582.18		1296.49	585.108	1109.97	1346.77	1349.79	
Q6UDR6	3285.09	3671.83	2563.51	3654.51	3464.56	4051.5	3253.32	3069.88	2744.07
P26678	11285.4	13555.7	13637.8	7578.26	9554.12	9313.55	7343.72	8541.38	9078.99
B1AJZ9	8965.88	8491.69	8835.58	9103.93	8994.74	9288.43	9209.83	10183.5	8989.53
P01568	540513.0	545236.0	534717.0	501533.0	495730.0	518273.0	486712.0	469714.0	464286.0
Q4G0S4	156411.0	111170.0	76716.2	733742.0	213096.0	352359.0	81908.1	84423.4	65925.8
Q9UF83		7363.1	8847.6						
Q86XM0		6759.47	10755.8	20613.3	14250.1	20398.3	10682.2	10667.9	11517.2
P35504	63388.8	63195.4	63849.4	40860.2	42239.7	39743.0	40677.7	39104.9	40123.6
Q6UXR8	10169.2	10778.6	11590.8	7438.15	7669.98	10797.7	9338.98	9425.91	8975.34
P01601		1339.39	2234.22	1435.0	3160.78	1914.61	3365.54	1756.97	1626.94
Q16473	5743.16	7346.59	6644.58	4018.36	4818.79	3313.88	4842.01	5130.24	6034.82
Q9Y4Z0	244055.0	228245.0	239579.0	311700.0	292022.0	290432.0	150655.0	157038.0	159961.0
Q96D31	2788.83	1759.56	2087.36	2691.05	2104.54	4271.19	2309.9	4134.93	3026.85
P20290	6609.04	6236.87	5075.54	1948.81	2364.67	2513.08	4062.77	3923.19	4310.87
O60264	26423.7	20634.0	21789.8	19087.1	16743.7	15856.5	14361.0	16524.0	15332.4
Q12948	15204.0	17769.7	16789.8	16002.4	14971.8	14525.8	16995.3	19687.3	19230.0
P10911	16206.1	16583.8	17198.4	10493.4	11920.7	12629.3	12192.0	12492.8	13895.0
Q92485	10734.6	12246.8	11343.4	9880.52	12414.8	11127.3	11429.1	13270.6	11953.9
O75923	49330.6	55112.3	52315.0	57470.4	57413.4	49206.8	52454.2	49781.2	53456.5
Q8IUA7	36979.0	25212.0	34409.2	45665.5	50204.6	49737.3	43520.3	42366.2	44623.4
A6NHX0	7452.62	10236.9	10331.2	9150.44	9968.88	10961.1	13658.9	13839.0	13630.3
Q16629	57580.5	55864.1	57461.8	53980.4	51602.7	52812.2	58180.9	60298.2	60163.2
Q719I0	70994.6	80380.7	77250.1	82161.8	83331.8	79783.5	84311.9	80681.6	72439.3
Q8NHC5	2869.04	2461.04	2236.06	3655.42	2749.72	3925.97	4314.71	3983.21	3808.01
Q63ZY3	78030.6	79578.5	79844.2	70452.4	75982.6	75574.4	78242.0	79393.6	78009.5
A8MQ27	4667.12	3823.21	3100.81	2354.81	2247.19	2658.09	2582.86	2550.21	2030.57
Q7Z392	5770.76	6754.11	6212.22	6761.46	7206.75	7242.22	6095.02	7063.73	4983.46
Q8IWZ6	198881.0	209486.0	234594.0	190684.0	158123.0	171329.0	162401.0	169889.0	155257.0
Q02156	49898.8	36171.3	28744.6	71669.0	51638.6	63034.5	39473.4	28937.3	23686.7
Q14953	10638.1	15089.5	15308.1	10223.3	8608.26	8152.48	8154.24	10723.0	11138.3
Q9H095	16297.7	16713.9	17276.5	16800.5	16039.8	15080.2	16585.4	14383.0	16231.4
P60369	3204.45	6118.58	7264.13	5387.09	6665.08	5144.85	5221.42	6567.94	7263.9
Q8TD94	13668.6	4920.61	10623.1	14286.8	13319.6	15641.2	7659.4	8337.27	4354.54
Q13084	13119.7	12755.2	14745.7	9579.49	8176.56	6564.49	7310.71	7482.05	8243.75
O15209	23107.2	33575.2	31281.7	16288.5	25968.9	26507.8	22335.0	21581.6	22790.7
O60269	161543.0	163312.0	153480.0	114801.0	121421.0	120113.0	96048.6	97582.3	98801.8
Q08170	2861.17	1687.44	2297.96	2042.6	2152.72	1611.53	2537.15	2195.8	2301.91
Q14406	3093.93	3257.85	2974.95	3826.85	3696.63	3704.45	2768.24	3041.61	3020.9
Q9BXA9	2170.97	2530.53	2539.45	2968.44	2658.0	1986.26	2347.73	3023.75	2388.8
Q8NHR7				1517.48	3108.74		2559.57	1023.19	
Q9HC98	22431.9			37763.6	23530.6	30977.8	15141.3	7829.15	5229.82
Q9NRB3	2511.21	2562.08	2032.87	1493.0	2280.21	1454.33	1576.55	1633.94	1638.96
Q8N554	56036.8	52079.7	50541.7	39320.8	41106.8	36286.5	32557.1	31410.5	29344.9
