PROTID	GENEID	cGFP_6h_BioID_10_1_INT	cGFP_6h_BioID_10_2_INT	cGFP_6h_BioID_10_3_INT	cGFP_6h_BioID_11_1_INT	cGFP_6h_BioID_11_2_INT	cGFP_6h_BioID_11_3_INT	cGFP_6h_BioID_1_1_INT	cGFP_6h_BioID_1_2_INT	cGFP_6h_BioID_1_3_INT	cGFP_6h_BioID_2_1_INT	cGFP_6h_BioID_2_2_INT	cGFP_6h_BioID_2_3_INT	cGFP_6h_BioID_3_1_INT	cGFP_6h_BioID_3_2_INT	cGFP_6h_BioID_3_3_INT	cGFP_6h_BioID_4_1_INT	cGFP_6h_BioID_4_2_INT	cGFP_6h_BioID_4_3_INT	cGFP_6h_BioID_5_1_INT	cGFP_6h_BioID_5_2_INT	cGFP_6h_BioID_5_3_INT	cGFP_6h_BioID_6_1_INT	cGFP_6h_BioID_6_2_INT	cGFP_6h_BioID_6_3_INT	cGFP_6h_BioID_7_1_INT	cGFP_6h_BioID_7_2_INT	cGFP_6h_BioID_7_3_INT	cGFP_6h_BioID_8_1_INT	cGFP_6h_BioID_8_2_INT	cGFP_6h_BioID_8_3_INT	cGFP_6h_BioID_9_1_INT	cGFP_6h_BioID_9_2_INT	cGFP_6h_BioID_9_3_INT
na	na	cGFP_6h_BioID_10	cGFP_6h_BioID_10	cGFP_6h_BioID_10	cGFP_6h_BioID_11	cGFP_6h_BioID_11	cGFP_6h_BioID_11	cGFP_6h_BioID_1	cGFP_6h_BioID_1	cGFP_6h_BioID_1	cGFP_6h_BioID_2	cGFP_6h_BioID_2	cGFP_6h_BioID_2	cGFP_6h_BioID_3	cGFP_6h_BioID_3	cGFP_6h_BioID_3	cGFP_6h_BioID_4	cGFP_6h_BioID_4	cGFP_6h_BioID_4	cGFP_6h_BioID_5	cGFP_6h_BioID_5	cGFP_6h_BioID_5	cGFP_6h_BioID_6	cGFP_6h_BioID_6	cGFP_6h_BioID_6	cGFP_6h_BioID_7	cGFP_6h_BioID_7	cGFP_6h_BioID_7	cGFP_6h_BioID_8	cGFP_6h_BioID_8	cGFP_6h_BioID_8	cGFP_6h_BioID_9	cGFP_6h_BioID_9	cGFP_6h_BioID_9
Q9NWB7	IFT57	54768.062	59034.344	118047.69	56228.875	122694.91	59829.523	98997.88	90970.47	92657.36	124039.07	112878.695	127900.55	128235.125	125871.625	115549.9	118261.48	118271.61	134598.22	79436.63	86297.17	87998.74	86298.55	95449.92	91732.055	92176.66	88943.57	80839.44	60263.594	60564.676	129901.64	55526.81	135939.4	127527.64
Q9NWH9	SLTM	12691.509	15791.971	16348.741	12834.773	15862.366	16903.096	13834.364	10828.977	27276.066	20243.904	13884.236	23085.08	22222.402	14962.395	26782.629	23407.936	26142.7	21275.873	9984.638	15272.544	15214.5625	14495.873	15204.234	15828.467	14371.795	15037.655	15645.864	16820.443	15437.384	16550.752	12208.0205	16017.265	13806.97
Q9NWK9	ZNHIT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9829.27	0	14902.687	0	9837.708	13087.718	15884.323	13452.998	10738.536	0	0	0	0	0	0
Q9NWL6	ASNSD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44264.43	40861.484	58454.117	52148.723	37538.254	51323.89	32540.781	44054.734	81867.055	0	0	0	0	0	0
Q9NWS0	PIH1D1	929920.2	953738.3	979439.75	1046991.3	968535.9	1032241.8	1313487.8	1498031.1	1314384.8	1344917.6	1060551.4	1113985.2	1291433.1	1221616.0	1319843.1	1251064.9	1144946.2	1292421.5	1047421.8	1006507.9	899450.6	1079880.0	1100134.0	1098503.9	1072324.6	1052274.6	1158794.8	751895.9	855969.2	1017878.4	1027778.3	985141.06	1047592.0
Q9NWS6	FAM118A	26116.951	21141.248	26817.105	24577.14	23519.73	22839.748	15294.038	25130.633	17031.02	19165.873	14379.031	16815.387	17473.598	25467.145	8559.288	16205.9	16691.768	12065.202	0	0	0	0	0	0	0	0	0	20453.352	16926.385	23581.418	26175.947	27664.594	24408.229
Q9NWT6	HIF1AN	81651.53	0	0	0	0	0	131873.03	131674.2	80366.01	111568.35	79329.1	88894.64	136073.02	129916.164	134119.47	150652.72	75791.78	84422.69	20147.758	25561.146	20916.557	38644.035	23062.598	24120.047	27312.162	32411.133	21996.334	64718.75	0	52015.16	0	0	0
Q9NWU2	GID8	173535.06	123384.68	191798.4	225737.16	161098.36	201501.34	228387.1	235323.53	290435.72	221026.39	266422.1	310825.44	295781.88	343371.28	313669.78	294130.34	326137.84	331423.1	466094.72	444412.12	474178.88	508276.75	501147.28	487154.22	485214.28	484657.6	524756.75	152891.9	183518.11	158979.0	200747.5	161099.78	178425.6
Q9NWU5	MRPL22	0	0	0	0	0	0	11331.196	12043.143	12967.464	11705.279	7830.733	7795.9175	8275.769	9097.449	12867.069	16274.668	11780.365	11025.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NWV4	CZIB	0	0	0	0	0	0	0	4201.677	8253.989	0	8282.908	9225.26	9034.621	7818.433	5820.319	8320.233	7119.319	6472.2563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NWV8	BABAM1	216845.94	199631.08	228484.78	160029.6	185668.56	195886.38	146635.84	182504.55	228638.95	219853.45	108696.43	205841.2	215919.0	227772.78	210950.44	211797.92	205367.25	192549.94	63812.742	108817.5	125214.266	101575.336	120032.91	113584.71	108862.51	108823.414	130512.625	178181.06	177699.25	194605.31	191225.75	197303.44	206112.83
Q9NWW5	CLN6	105498.69	80845.055	83295.76	138289.81	84413.914	74562.664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98905.41	82147.945	47263.387	112654.84	84363.984	94533.48
Q9NWX6	THG1L	122236.61	135755.25	156887.02	78453.45	144967.55	121894.7	143160.2	120788.81	136081.47	110760.42	122845.17	116274.984	119103.11	118030.75	92707.766	109437.516	98971.03	114949.03	125808.34	61400.875	103381.9	108080.445	82649.81	108063.375	90543.98	78750.93	73317.53	120617.92	138230.23	109539.375	140823.78	145772.11	123973.64
Q9NWY4	HPF1	0	27196.523	0	0	0	0	15370.535	18313.383	19729.79	14508.719	15603.081	16484.338	16034.292	18898.154	19810.691	14967.924	17028.719	15318.094	0	15099.554	17582.09	0	17019.166	0	16977.201	20622.51	19202.549	0	27666.498	24027.854	27921.303	0	0
Q9NWZ5	UCKL1	226890.77	192947.44	255416.83	214421.56	246387.22	187569.0	266766.0	277759.97	261395.9	286131.0	328358.2	272379.12	281640.12	283030.94	286763.94	288364.6	278218.78	267499.56	301630.7	303654.94	310658.53	307708.5	325605.8	293223.78	351443.7	357620.5	334841.88	226786.05	218729.05	185363.05	258587.42	220168.25	192109.3
Q9NWZ8	GEMIN8	82928.21	102573.19	81483.17	59700.633	85935.91	87990.42	112610.17	102108.02	94777.586	129162.52	110175.62	121406.65	117000.19	111642.96	72696.35	90827.27	78491.19	72440.74	222551.34	138931.4	125823.7	149374.38	177524.19	189811.19	207202.17	112258.914	164890.2	81588.766	85852.94	75672.25	75449.78	79877.39	58532.22
Q9NX01	TXNL4B	264520.78	310017.34	254718.27	259387.94	289688.66	212588.27	101697.05	121339.16	111871.78	125176.97	84468.09	105774.805	91591.8	81430.086	69736.69	69254.53	69718.484	75073.93	41146.02	45472.496	45110.27	39617.76	41036.613	54398.598	56378.35	45414.375	40241.473	276597.53	202981.12	289632.0	277815.25	325325.1	283093.56
Q9NX04	AIRIM	0	0	0	0	0	0	18077.705	17323.48	23965.838	17853.504	20655.16	20426.744	19407.994	20713.502	16731.973	19722.84	18937.17	16698.209	16137.855	8134.6665	21634.5	18930.305	19312.17	16734.125	24567.262	12512.035	14172.512	0	0	0	0	0	0
Q9NX08	COMMD8	39005.48	49985.47	32884.375	42300.17	58873.586	58542.773	49494.875	65865.86	74611.055	71696.836	44284.734	40888.195	75821.47	67743.06	47095.92	80090.13	55413.64	65053.902	125064.59	120940.88	120295.59	101080.67	120624.3	94094.34	103202.984	97716.41	102402.77	31633.906	28708.352	32357.215	32447.59	35026.367	32066.031
Q9NX24	NHP2	77001.484	82561.19	104262.08	76481.0	81768.92	105338.29	68406.2	29437.617	47467.7	71908.125	59876.01	79047.75	79160.31	73028.23	77339.34	78589.57	83857.805	73428.66	61427.938	62789.9	56861.656	65191.93	58990.76	71390.46	61258.066	69309.19	60679.93	85521.09	93760.3	88076.625	69843.84	43194.7	80571.31
Q9NX40	OCIAD1	18210.334	24244.111	22158.234	21219.291	20519.121	22324.625	38637.227	46017.78	21400.027	45036.707	37850.93	38452.76	40666.93	43457.297	40192.117	35368.062	30205.625	34707.93	58466.266	58633.43	46395.6	49391.062	57854.586	55974.992	44488.344	46018.34	45995.6	17143.129	18718.46	21317.078	25245.162	26403.545	21956.32
Q9NX46	ADPRS	0	13060.254	0	0	11177.912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9601.4375	0	0
Q9NX55	HYPK	168808.53	130716.12	222009.4	188902.47	219856.7	179439.31	139318.75	131087.4	123606.17	125223.484	114561.16	116705.68	122799.22	122435.84	93371.78	87978.29	98465.99	92997.47	116773.875	94440.88	91575.22	95832.914	103297.65	106768.22	86664.766	90830.516	88604.81	152789.78	131180.22	243648.97	160208.69	155196.08	194990.39
Q9NX58	LYAR	123077.99	70665.03	103774.53	118297.59	87601.375	81970.29	134791.39	90920.06	130654.37	185616.28	131829.39	140134.02	122852.2	120034.33	132529.66	156333.61	142516.95	128527.29	181081.86	195418.16	173028.89	192912.62	155232.52	157077.06	177032.38	198305.16	180831.92	40703.67	96152.39	99238.42	102973.74	79672.8	37853.76
Q9NX70	MED29	64396.336	24327.852	59395.492	73426.625	44913.918	32730.941	56908.273	34411.074	29380.92	57974.164	30296.76	26298.502	65336.54	35759.9	32128.639	31915.104	21389.943	31136.594	83695.33	69569.22	65532.746	42833.574	52259.62	85407.44	55812.9	56162.363	66004.766	30369.727	45690.15	31258.613	66040.22	33692.305	46875.57
Q9NX74	DUS2	191402.03	195532.56	189294.92	183769.34	186966.45	158660.11	211649.4	214418.66	195279.16	209356.4	203044.27	202219.12	217764.78	220691.62	186778.8	225201.28	188323.02	207363.22	165672.05	167070.4	137918.83	145418.66	168924.38	156457.03	112322.75	161596.94	158248.7	145981.6	133603.08	160631.56	206265.84	205543.3	190057.1
Q9NXC5	MIOS	55194.703	67219.45	31469.443	55574.58	32042.72	32946.926	109081.45	95272.03	87508.75	115679.734	132443.66	81199.695	112649.625	83596.8	67562.03	101758.484	120051.13	99092.0	170764.66	142679.78	154901.4	202693.38	176673.06	171744.66	144525.23	131412.75	172243.9	38472.062	35092.633	30961.26	89310.92	40041.848	33406.715
Q9NXE8	CWC25	18056.816	19623.148	14705.658	15875.68	13800.092	15798.7295	106476.33	115578.72	112687.62	114098.61	127317.7	21063.719	126197.72	124091.16	23128.926	133968.88	101187.06	19063.508	26669.568	25139.574	21033.086	24211.98	22278.791	25235.645	19971.451	20056.344	22648.957	16031.647	15462.179	20151.646	17421.28	74548.1	19741.121
Q9NXF1	TEX10	0	0	9358.091	0	0	0	17849.16	16593.957	28986.918	30769.062	25796.418	28118.121	14286.614	28172.832	13735.253	25339.42	28677.094	25345.43	132223.2	127588.96	122533.5	150259.02	109211.125	133962.53	92688.72	86226.66	79509.94	0	7046.7715	0	0	0	0
Q9NXG0	CNTLN	0	0	0	0	0	0	24190.168	24339.682	16937.65	22973.08	17403.234	24218.441	21481.436	28173.908	17939.15	21082.438	15071.649	16943.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXG2	THUMPD1	11452.738	14887.401	14852.383	14890.51	16516.635	17897.727	24070.305	10665.108	22571.506	12497.621	15650.122	21258.908	16449.023	17096.99	22082.193	18776.684	17616.871	16860.873	21697.123	21806.562	24132.662	22345.758	23484.213	22648.943	22028.473	20863.209	21681.125	16667.127	18200.887	14897.7	11593.318	16002.386	12572.138
Q9NXH9	TRMT1	284116.88	300741.97	229464.06	262379.06	248353.23	249476.16	169669.4	199434.33	174847.17	206939.58	195035.8	151943.62	191893.39	157491.77	165281.2	143714.62	226162.4	137704.56	180703.23	183348.7	209840.48	204098.53	212309.45	185347.31	195137.67	159929.52	207370.31	262310.66	250928.98	273564.97	241205.2	252851.28	253586.62
Q9NXL9	MCM9	28824.1	30451.865	30789.023	29515.588	28993.8	32741.268	19255.287	0	0	27958.932	0	28026.053	40171.23	30725.453	80108.56	72153.06	0	22360.57	24023.12	18058.637	25103.623	0	15105.821	16086.887	20376.797	14895.9	14571.447	35796.76	31950.133	33269.855	29690.46	28528.46	32544.576
Q9NXN4	GDAP2	36005.336	31555.197	35498.355	46036.13	35359.355	34146.574	116217.13	13653.232	75882.516	12888.163	59066.387	44722.5	81934.72	47294.406	32869.04	59528.664	50901.6	51136.977	89010.0	57712.125	47314.49	54342.996	45719.61	15734.87	44851.83	32421.176	16063.886	34916.168	28293.1	49478.5	41769.715	37081.64	35277.5
Q9NXR1	NDE1	173985.1	200289.34	183193.75	115457.875	108199.83	176535.19	150385.02	299889.4	162255.03	209820.28	304935.12	191491.61	173643.3	192403.69	172595.86	163667.42	162208.72	183989.47	160914.77	183430.36	188956.05	183254.33	163715.9	192227.25	158050.7	198004.38	176060.48	190187.4	105036.6	178957.61	177359.6	180872.27	189503.0
Q9NXR7	BABAM2	848069.6	758449.94	733254.0	689121.2	716522.2	753834.1	675590.7	772325.44	672773.0	844256.75	796314.5	823693.5	834248.1	811496.56	786061.56	743362.25	678607.7	722030.9	498062.78	520333.84	493568.53	494305.97	480468.72	505935.3	505067.9	497701.8	447394.62	820379.06	814185.5	874008.44	846543.06	821652.06	804739.0
Q9NXR8	ING3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21281.643	34839.516	19722.77	35064.844	21343.156	36165.492	34715.18	36403.367	38686.395	0	0	12385.455	8999.381	10172.333	0
Q9NXU5	ARL15	0	0	10022.042	0	11464.853	10893.567	0	6316.538	0	9752.376	11660.763	10816.465	9818.604	9961.217	11108.4	10442.795	11069.462	11239.137	0	4071.3784	0	5589.943	0	0	0	7528.6445	6023.4736	10859.673	13559.136	11062.463	0	0	0
Q9NXV2	KCTD5	68830.96	65176.84	82898.6	111596.08	69123.89	75706.18	120058.14	117613.13	111591.95	64103.598	94809.57	116938.99	85617.28	110836.36	113103.81	77980.914	95153.74	87457.555	94803.83	84995.57	73774.13	77079.766	81379.07	87296.836	72586.68	77903.805	81863.72	74781.66	72122.58	69139.88	72783.67	58831.887	54117.97
Q9NXV6	CDKN2AIP	593089.56	586496.8	567475.1	521187.44	550977.4	506426.47	504974.28	623735.1	542659.2	590983.2	559283.06	610279.1	622180.56	568129.0	548201.6	608643.75	625662.4	545419.3	263261.56	458563.53	288913.78	489753.47	396990.75	444334.72	449556.88	470644.94	421337.9	573176.9	560836.06	577950.06	615585.4	560832.06	544794.6
Q9NXW2	DNAJB12	0	0	0	0	0	0	5406.774	2271.8489	5129.3877	3531.6575	4126.317	6042.685	4832.6826	4116.255	6353.5996	5673.09	4245.638	5502.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXW9	ALKBH4	8110.963	8805.964	0	5640.195	0	9700.718	27730.643	31832.355	38108.938	44035.984	19032.955	31408.229	27681.547	38917.086	9353.91	10108.914	30606.23	34084.125	0	0	18744.902	0	20325.799	0	0	0	0	10617.828	0	8661.698	5248.609	0	0
Q9NXX6	NSMCE4A	61028.13	54196.83	48407.36	57523.605	55630.688	46601.773	84146.13	60786.484	28170.01	30939.281	35221.86	68823.45	33254.285	78601.914	43680.812	59598.78	31987.66	88235.36	82586.01	77134.07	27403.09	36458.55	76464.3	48712.695	92883.62	96215.61	41952.47	50016.504	53229.242	52225.473	59887.492	118029.234	53366.742
Q9NY27	PPP4R2	296402.75	304444.8	253907.03	273295.47	324275.88	278966.6	316265.28	297738.9	281283.72	359265.94	280764.3	309244.47	280977.8	306216.56	252351.28	285841.8	305487.47	322623.3	236839.6	307596.56	316180.03	332870.6	310221.66	321840.94	345579.84	339238.28	294979.47	260510.42	325728.22	267258.62	304766.94	251757.97	289302.88
Q9NY33	DPP3	225071.61	211859.34	240719.25	223518.44	264175.2	239770.1	115814.7	85227.09	130437.34	103621.805	99435.625	136732.02	117367.164	124243.21	110422.21	127137.484	118242.89	121542.66	153408.5	153434.22	151521.23	146679.34	153035.14	206835.47	158692.53	170466.5	170349.55	215026.38	227400.11	222461.7	220956.53	242802.61	242160.1
Q9NY61	AATF	24727.287	30120.166	18136.176	21322.014	17771.633	16473.285	49129.85	59828.707	41433.242	82188.28	61100.12	66060.75	68352.1	61909.31	45234.926	59504.777	44292.973	33660.914	43771.203	25420.77	25399.445	27992.129	18742.307	36300.64	7217.4785	35212.207	6539.303	22186.943	22400.11	26143.95	30637.764	26075.281	27425.469
Q9NY74	ETAA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13119.61	18122.963	50254.367	31695.783	18457.307	22987.672	19440.006	41526.16	21044.846	0	0	0	0	0	0
Q9NY93	DDX56	17239.643	21294.117	23368.611	23433.371	26162.537	22718.047	206798.55	221826.98	178091.7	250270.39	242838.97	226751.22	264523.8	240421.84	227370.02	208531.27	159270.02	229569.62	238038.06	220116.67	159046.44	140095.53	131921.39	137763.92	101785.7	144414.86	98018.97	25111.773	27310.32	27191.2	23267.639	33288.29	20418.605
Q9NYA4	MTMR4	15923.414	16618.059	14417.527	12785.956	15351.502	18350.0	12655.84	30208.742	26076.93	34315.92	28888.473	37261.18	31719.676	43981.71	33013.867	35015.93	34837.523	37428.297	64696.207	72531.195	71645.695	68882.8	56957.668	62985.984	56320.43	72671.69	59713.516	17780.67	12515.499	16371.412	22935.525	12201.658	20859.635
Q9NYB0	TERF2IP	646907.06	619674.4	686128.25	611623.94	595278.5	681555.1	579693.06	539257.9	537337.8	437297.25	437615.44	439540.38	450839.44	529736.56	518916.8	508493.2	523971.88	457706.88	507697.75	428503.0	480359.8	526138.3	525865.0	493253.7	509793.06	531335.4	491127.16	649837.5	634946.3	648141.44	455738.97	617530.8	558687.25
Q9NYB9	ABI2	126174.96	111054.66	119943.29	131767.36	116849.11	129058.81	137440.61	126739.68	132432.5	106910.95	124877.61	127694.24	119585.77	118222.77	127085.72	125992.234	125110.57	112534.88	114865.805	102152.516	118395.84	115591.98	120921.125	112685.57	112784.76	106441.914	101172.13	128642.07	136872.64	125992.39	120948.81	117718.19	123592.2
Q9NYF3	FAM53C	0	0	0	0	0	0	0	0	0	0	6990.451	0	0	0	0	6190.36	7871.613	0	10481.5	6372.747	4468.9087	6531.271	9400.072	0	0	0	0	0	0	0	0	0	0
Q9NYF8	BCLAF1	1815514.1	1894586.0	1630451.0	1986069.6	1648525.0	1709978.1	2380049.2	2258333.5	2436573.5	2433644.8	2128859.8	2099412.8	2201589.5	2295556.2	2099997.0	2371350.2	2479041.0	2140769.8	1397931.5	1555030.6	1164000.2	1328041.5	1232238.5	1562094.5	1196538.0	1442325.0	1117271.0	1684515.0	1544972.8	1720038.1	1866652.8	1779522.2	1887703.5
Q9NYH9	UTP6	96970.125	86913.37	54127.57	96267.9	89159.09	55228.5	145486.88	120380.29	125562.36	108310.03	180242.69	138772.25	116835.64	102788.61	159642.84	122121.29	113861.56	160835.98	83208.1	100321.17	81642.49	51861.254	45700.887	74175.09	63017.43	52123.832	66929.24	76903.34	88361.18	67844.87	84054.42	73281.92	62770.97
Q9NYI0	PSD3	24427.805	31566.807	28792.682	32624.1	32524.88	37042.17	26419.904	0	20648.326	0	18206.479	0	0	25123.451	13635.623	0	0	0	23566.178	26408.297	35682.816	25162.697	21937.02	21730.287	24055.254	21246.139	27936.35	27565.465	26688.623	32461.906	27652.438	35154.34	34704.406
Q9NYJ1	COA4	0	0	0	0	0	0	28263.12	0	0	0	0	34662.664	12309.205	0	0	0	27500.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NYJ8	TAB2	305509.25	325298.78	332865.8	322964.34	302755.03	319146.75	484380.1	443102.94	478836.97	368989.5	394819.94	439014.88	503549.53	414042.4	508440.22	437836.25	442018.03	484576.9	464568.03	408456.25	457009.03	412804.78	447108.22	463749.22	453503.25	419096.47	497465.84	317815.4	340203.3	298533.53	329110.38	296323.1	326050.62
Q9NYK5	MRPL39	48798.875	48132.273	44333.98	46960.605	44533.492	40245.07	0	0	44449.137	0	47892.832	0	36401.2	0	49638.625	40599.027	0	46870.81	43355.82	22993.014	25030.092	0	0	31294.922	0	0	25918.695	47579.832	45778.06	42037.96	46574.01	47126.137	45372.137
Q9NYK6	EURL	0	19338.725	15185.557	14565.654	14396.311	16100.2705	14015.681	11632.919	13060.702	13456.048	13656.06	0	14547.642	16130.613	17649.074	12063.529	13065.547	14433.551	10852.83	0	14110.84	14433.414	13891.796	11804.628	13732.043	13795.739	13281.048	15769.598	17840.365	14187.285	15532.056	14064.411	0
Q9NYL2	MAP3K20	246064.53	236155.28	357883.1	228784.12	311733.94	372678.75	219707.77	237406.25	256799.4	215447.45	220399.25	186184.48	223471.03	232857.27	235713.6	217553.73	244192.92	190748.78	200641.31	199091.05	177760.69	156180.69	217902.73	157534.62	214511.69	198758.81	222325.84	245689.94	271162.16	251821.3	250260.52	260159.72	246738.28
Q9NYL9	TMOD3	535164.5	606724.75	630537.9	478553.22	700146.25	592777.25	690763.94	455279.1	704464.0	737471.1	433881.84	473723.22	624772.9	692015.5	632400.2	767029.3	806504.4	735603.94	364129.1	304486.06	437181.4	402503.06	514343.1	507635.47	348589.0	465969.66	364363.16	559742.9	410922.53	580483.3	635644.1	763178.7	707914.94
Q9NYP3	DONSON	116916.195	124842.59	113004.23	91406.695	101672.484	112728.07	67873.36	64376.684	60131.15	60128.305	60647.97	60193.883	55943.15	55266.09	59612.227	56475.812	61932.324	60860.277	73073.78	74771.125	82478.766	90516.36	86751.375	85953.625	92698.33	77466.49	84065.086	117632.32	106573.71	125979.78	102084.22	104540.664	113079.05
Q9NYP7	ELOVL5	7320.778	6521.3364	0	9857.183	0	0	22808.59	22501.344	24283.883	30279.725	23038.754	19998.893	27092.938	23087.412	25422.152	24580.299	21526.447	20175.809	0	16054.634	0	21414.072	0	17935.998	16765.238	0	15613.427	0	0	0	8280.169	8634.663	8350.011
Q9NYP9	MIS18A	260032.17	318254.62	308384.03	290608.5	331142.47	329470.38	333239.66	284702.47	354499.12	293483.44	324133.06	344304.9	295657.03	286160.2	313112.0	293391.88	355221.97	347502.16	308292.5	326454.1	347058.16	376334.3	372418.94	354871.16	370033.38	336299.78	315427.8	286329.25	312561.22	273263.7	312676.2	314984.72	293116.3
Q9NYR9	NKIRAS2	21531.967	20693.662	14813.545	14362.573	15380.339	16054.973	11128.85	0	13546.685	12861.707	11475.106	12405.317	17799.736	11351.542	16683.469	13103.43	17444.441	13446.82	0	0	0	0	0	0	0	0	0	13700.47	15535.192	15313.441	0	13546.956	15704.273
Q9NYT6	ZNF226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40577.92	18032.768	104430.96	86597.14	60439.203	36345.83	10734.669	119788.734	72039.69	0	0	0	0	0	0
Q9NYU1	UGGT2	39035.93	34499.047	33909.44	30152.068	24129.84	25283.662	134152.81	172952.89	173534.14	164168.56	142885.52	113931.32	179593.92	178265.5	194416.25	207867.73	218279.03	195386.84	0	28938.678	17284.562	0	28061.363	17788.047	29730.537	17671.273	15876.459	19409.055	18968.307	27414.621	34759.844	33759.914	31421.023
Q9NYV4	CDK12	1369711.2	1204753.4	1181015.1	1772974.5	1078648.9	1305288.5	1219317.4	1221289.4	1234009.5	1151775.5	1056579.5	1025474.75	1105003.0	1108574.4	1157432.0	1143304.5	1315651.8	1172645.9	1024539.25	926217.8	836670.56	934057.0	1007726.1	1047315.56	924245.5	952272.1	927592.5	1232013.8	1298058.4	1426720.6	1314326.2	1156521.0	1389152.5
Q9NYY8	FASTKD2	0	0	0	0	0	0	10718.672	10726.549	12144.71	0	0	12438.539	11136.07	12657.76	11451.896	12571.364	0	0	12341.339	11125.52	11146.706	9616.182	10069.331	14553.551	8515.992	10926.986	9950.941	0	0	0	0	0	0
Q9NYZ3	GTSE1	548390.1	614816.25	558134.56	553417.1	495231.56	573143.25	550589.56	450260.38	516726.75	455531.2	520412.16	550342.75	483939.6	584949.56	534415.06	462503.03	503377.9	526830.0	456398.8	499106.4	410440.78	565557.2	465371.5	469613.53	481118.28	530737.4	516324.2	569357.4	582575.1	506521.56	561610.6	545927.4	537899.94
Q9NZ01	TECR	0	0	0	0	0	0	25424.27	26696.082	29047.578	28637.71	34675.203	29721.008	27803.535	31895.965	30873.992	30285.334	33478.54	29743.2	69469.64	68469.125	43037.78	60641.406	44029.523	45956.65	38815.266	35169.145	38658.914	0	0	0	0	0	0
Q9NZ09	UBAP1	79036.766	71977.75	90701.836	102252.82	109728.65	97975.98	133097.28	162115.73	130315.695	151226.67	185381.56	148921.92	140144.44	144559.97	117851.22	141588.83	140228.23	135728.39	145705.58	103776.19	117173.586	114692.09	105648.984	92100.93	132833.03	146969.88	84462.25	82101.78	97335.84	88083.28	97875.914	102783.89	83211.35
Q9NZ32	ACTR10	198216.03	183992.28	160766.48	163860.69	147741.45	131538.9	25582.814	100675.58	43923.195	52500.668	43390.95	37854.867	36126.28	41925.312	45488.16	21648.326	37276.137	39164.227	120443.84	138633.02	123200.22	65773.51	121979.76	63909.305	58893.703	126721.58	119113.63	184001.88	163775.12	205643.8	177505.42	162892.53	208771.66
Q9NZ52	GGA3	154846.12	168022.95	128147.87	146237.61	150765.89	132499.5	57708.164	84684.375	105933.414	69572.77	79499.3	70320.266	68099.14	26406.516	63245.312	56477.793	86165.195	47814.47	88868.945	62609.56	77033.64	93162.22	95850.33	97051.26	90871.4	79771.54	113320.83	141456.12	151994.83	145743.14	111761.13	167275.73	155983.95
Q9NZ63	C9orf78	262220.38	326655.53	312643.3	317677.34	336855.6	325450.16	566520.8	442570.1	516516.44	366732.8	448110.5	443489.97	373534.7	411334.47	475400.9	370006.7	401354.16	465928.84	465342.25	417474.4	512546.72	532839.7	514258.16	458585.16	553916.3	428877.38	475142.25	255531.45	327779.1	264806.25	290179.34	336413.47	279151.84
Q9NZB2	FAM120A	19253.963	0	0	0	59889.543	0	71529.81	41311.625	66812.85	29392.01	45017.875	66247.45	92871.53	77829.62	94411.46	75707.17	77636.7	61544.836	67573.27	81607.14	70103.89	92284.22	44995.605	74449.67	75490.86	53908.324	87934.78	34690.67	32239.79	36457.45	0	0	0
Q9NZC7	WWOX	13794.479	12182.04	42705.53	16591.691	58741.547	10509.834	0	10985.46	0	24028.156	22205.473	16778.646	14020.972	30683.785	0	33820.58	45337.883	18727.951	29426.465	15182.644	20823.44	12734.947	20344.535	20313.902	15879.647	22138.701	18563.043	11630.344	12975.326	12173.629	8856.848	8792.651	12675.19
Q9NZC9	SMARCAL1	0	0	0	0	0	0	0	0	0	8443.312	0	10838.56	0	10026.525	8632.553	0	9185.909	0	23429.756	19775.656	24508.166	40821.688	57902.17	41361.418	40841.883	58957.598	74632.76	0	0	0	0	0	0
Q9NZD8	SPG21	24560.139	22938.656	22457.729	25701.63	0	24183.555	32817.043	33255.203	30205.76	39817.48	33432.0	25447.314	26339.691	0	24871.295	0	27620.842	0	16909.367	26397.902	44159.438	6796.7754	8753.879	15744.83	0	0	0	0	27495.193	0	0	0	26278.521
Q9NZI7	UBP1	31289.97	29756.11	23876.986	45884.69	38976.98	69338.86	0	0	0	0	0	0	0	0	0	0	0	0	24733.846	18215.238	23575.574	34660.105	26103.67	27477.604	25651.742	34572.906	29660.746	49382.445	53072.484	63273.74	47642.617	26828.105	48849.73
